field_id,soil_type,is_irrigated,peak_ndvi,avg_ndvi,avg_ndwi,min_ndwi,min_soil_moisture,avg_soil_moisture,total_precip_mm,avg_temp_c,yield_kg_per_da
20,2,1,0.8251210664415729,0.40817972798602337,0.21384131680737067,-0.15063568308743586,14.602487901089434,23.35720930604577,36.93566585287878,25.59704430922316,488.890367591023
21,3,0,0.8653668589897229,0.46166766170555373,0.29253491860601255,0.09438793393467092,13.95165250327307,20.694615437066165,65.82514918805542,25.513591752247358,501.29611737187605
22,3,1,0.8497582210430789,0.45176829270026514,0.2932240183814677,0.10800843672843788,13.32440509718059,23.185097669534137,13.257188342457564,26.121893830765384,510.41969351001427
23,1,1,0.7689077465188382,0.38407672529096704,0.18497214517021004,-0.20118093268331425,13.564104814730277,24.521952372824725,42.16268658886705,25.29269211002731,429.73553861365525
24,2,1,0.8361793974703383,0.4161153453664392,0.2279946981148378,-0.09498594716010866,13.126630915390393,23.286416890165576,16.704236216421645,26.164153764409253,495.88538437508555
25,2,1,0.7003878362572971,0.3204525709341149,0.048675700381693235,-0.4,10.16855947887905,23.194535781913082,45.41770433122879,27.50440746765046,409.60532482269076
26,1,0,0.8598308424175461,0.46100475232494986,0.29083252579172264,0.09985680390226197,14.292431698529594,19.295692861878013,24.32447846121197,25.9420287317541,404.9638975540864
27,3,0,0.7217722033994501,0.3663077906601054,0.14786771866827472,-0.2066704461935613,14.649840958135881,17.548917565723446,21.027544592500014,25.622901219343255,324.97144868001106
28,1,1,0.890516141838225,0.470913147780953,0.29080397886408427,0.09670419586543365,15.182239981469442,24.830683380931692,37.36934062020215,25.837266395017423,648.351076435127
29,3,0,0.5077076582094812,0.23365543475948608,-0.0699598316902553,-0.4,9.847809042901918,19.869784554952336,77.7106418406012,27.789645173758124,214.21804874083085
30,2,1,0.7391899066011844,0.3373008747478857,0.0798073593252138,-0.4,11.855750925256897,22.65934956621214,37.49291231699005,27.599161988453307,397.15999794075225
31,2,0,0.8680079717679012,0.4578087163476584,0.2921812529565316,0.08164408102968206,12.975070017431538,18.872282162933267,24.649328076281893,24.955515180743546,415.0460344052304
32,3,1,0.7891047938477564,0.38900416244656516,0.19230179453822308,-0.1665587336137924,12.511628295617706,23.847672303863277,27.735710512785232,25.410304681254466,450.24047355056433
33,1,0,0.7653818937660712,0.37159812207948595,0.17202969621965053,-0.21423126314113639,11.426857724535799,17.16678832444057,26.200246964857126,26.00365003580476,334.31573555470885
34,1,0,0.774528443290674,0.37573052398982065,0.15988557938246564,-0.22439759821322303,11.62055132066376,17.839680838744705,42.36668377727372,25.280485857044596,338.30200387765285
35,2,1,0.7551732229571078,0.3796240957825967,0.16690043880065103,-0.20906668397003533,13.365692869650093,24.107049492698486,50.87891422722519,25.450593208431304,423.9803513691147
36,3,1,0.7341878093338563,0.35789861012989155,0.14704163207406198,-0.24443873971159197,12.26394951616225,23.270715533300766,38.446936658420654,25.77283157963069,437.34283049885937
37,1,1,0.7844738686422541,0.33728662407988375,0.07593211328781366,-0.4,14.472619552886565,21.855228872539055,11.194385994161053,27.535956069572393,455.8900469320503
38,3,1,0.8316592554203822,0.4046598197159633,0.22179191357945513,-0.1439837570603303,11.61516178834339,24.230560222374915,54.64801390884143,25.37052401607662,471.70996805695574
39,2,1,0.7867354714353818,0.3999116074010288,0.19627714136055036,-0.15598642655178152,14.26351839981267,23.090077506457796,29.497830124725724,25.918235522554323,471.94371181175967
40,2,1,0.8598301129449356,0.46010928503237797,0.28685522842297523,0.0816576567870165,13.93321464236276,23.76945413794524,29.219331507155736,25.4901148135322,518.1331662060758
41,1,0,0.8546835551323929,0.45790043045200524,0.29724575668855774,0.10092802548410723,13.918837403151338,18.92192222137708,40.528280194565525,25.238626471990425,383.5342161658889
42,2,1,0.8489738421736955,0.45732014374675034,0.2935389472070865,0.0749510174559614,13.825634307869079,24.744125205547427,65.29919888544856,25.45332188060878,511.7532767386464
43,2,0,0.8705077312908792,0.45708410219384454,0.29359690945700123,0.10557549121351481,13.001827618431884,19.26458166025692,70.61142954082858,25.984963878244713,509.9886756469135
44,3,0,0.8464148663236467,0.46173529602976054,0.28894683500619206,0.0706643509436293,14.630746581104784,20.11468477618584,72.1743087432352,25.886591536782554,458.38085238626104
45,1,1,0.8757077055802854,0.45410918836753406,0.3000227938156162,0.09927143404135545,15.049218875669247,24.005397195175263,20.52053345735856,25.400608893098045,651.3488556269801
46,2,1,0.8466591420527224,0.4580327801787848,0.2910487319562754,0.10841275675906326,13.7094496574762,25.71109174890455,78.87208461386751,25.469149395020217,479.83394944795157
47,2,1,0.8634182249655374,0.4569320778356575,0.29451399434059755,0.11368338006099377,13.931365272278178,24.403014976622448,39.36979561394858,25.259553347557723,521.7772308075888
48,1,1,0.8311138229490911,0.40675287804120874,0.2181803478359296,-0.11178818381408323,16.018371994212096,23.94640614240234,33.174213587875265,26.169533983408222,591.5889975215376
49,1,0,0.843720098073841,0.45338433128005295,0.2957727774227782,0.12394019270348824,15.094568256349724,20.133978718257207,60.769992631496,25.655299158589827,630.4500351846493
50,3,1,0.8198598268145988,0.4115767948033314,0.22898681614791688,-0.11287284863223723,14.386323428148414,23.279127069680506,34.78561290412345,25.563804801058993,467.21125842977415
51,2,1,0.847095213185444,0.45496533403119843,0.2902050755695168,0.1195767800437499,12.142650103150169,25.42540509290887,79.09826582834393,26.7449636170691,507.45849673626554
52,2,0,0.7809236062917326,0.33829776901803765,0.08094409561539447,-0.4,13.275597837454693,18.695482417057033,51.309073830136654,26.835105890535477,446.5389218573046
53,2,1,0.8514730584077557,0.4151192424949173,0.2320728005571226,-0.10633879869792481,12.699725649777005,22.677131670092955,22.71160898523276,25.463771574331904,492.31468764194216
54,1,1,0.8641406471922157,0.45726080324080776,0.2985131342797448,0.11581866018895452,15.450049448152965,24.38654152014024,35.545494629381245,24.95193041987577,637.3269683698508
55,2,0,0.8078879959416627,0.36033337678966354,0.12007428637759707,-0.4,12.550666343626755,17.94886157917821,35.32933205959615,26.783838847011094,328.26019543644827
56,2,1,0.8539987325303418,0.4627277166367281,0.28549347988657503,0.061001833610639884,13.140199041179551,21.5278002464993,5.720438459061577,25.88862222694724,468.2763169244303
57,2,0,0.6309965373518083,0.29290765011602476,0.019978288303236814,-0.4,11.567344943120604,18.132266576083214,61.63136826261895,27.68617341514754,352.83007494449015
58,2,1,0.8321629809687907,0.36409297867007273,0.12246048021229469,-0.4,13.231276310881615,21.735628789059735,12.161079731026687,27.659700240661163,476.2007245098162
59,2,0,0.7392587480938881,0.36145213743843047,0.14908641631047753,-0.2505927445590753,12.902570295013032,19.072332446902646,35.247612843644546,25.477449660382426,308.09895139448884
60,2,1,0.8546935410691654,0.4579518488213964,0.28885499554114713,0.09280114675194458,13.278551202701573,24.59362151611449,64.11547813576793,25.579563363056224,497.66284896014514
61,2,1,0.8402030942909101,0.46388909296525416,0.2905369523188924,0.113864697641985,14.414073609088586,24.76263464756684,51.88711485943971,25.311121380172512,509.6489287970359
62,2,1,0.7725212170810561,0.3702689552158198,0.14253449892854886,-0.23718854783423757,12.267359514493723,23.196318092665933,37.21083204334146,25.76875618827948,455.9144440198093
63,2,0,0.5622368648800617,0.2646080220354521,-0.02226441571158292,-0.4,10.291118546776636,15.899831872235438,20.34622213872195,28.207227107011526,217.2434427913902
64,1,1,0.868722048703939,0.4601613042796089,0.2843790616301153,0.08510528783888203,15.50905687599889,24.850923674288065,44.46143785587055,25.406831791397387,649.0461316793564
65,3,1,0.623960475132848,0.2901226552323724,0.007864244172753405,-0.4,11.684703207889036,22.78266295169279,64.82890997514963,28.001955161062266,324.59506223415065
66,2,1,0.763397764216842,0.35660319954093544,0.13862678808400403,-0.2805071057254672,12.84805160287823,23.16591733321073,27.372159869895537,25.536624879950068,450.30333572437263
67,2,0,0.836762045676264,0.45374024185196005,0.29748971830981896,0.06124745879474042,14.137664562369475,18.621008595443474,22.848119595867296,24.936793065281414,373.6391497867424
68,2,0,0.8180765463856069,0.4510911306984739,0.2993805036601034,0.10886226340367756,13.71920536917614,17.751560312401033,17.04782989690033,25.898822779573585,325.2342097984303
69,2,1,0.7573459124460352,0.36174019942543045,0.14997494047116744,-0.24544814252725958,13.679133761142841,23.780500346994025,44.294622663492504,25.929812967031705,432.05483445234154
70,2,1,0.8273891525940964,0.40654726634283717,0.20921715157202608,-0.13956908315754563,12.847579636349977,24.490299682168587,54.04538156648306,26.21831893067768,465.594524392166
71,2,0,0.8145491577631553,0.41305153652294074,0.2223679161027198,-0.08675142758184928,12.279988769790288,18.767923166166717,53.81039637742499,26.244584708758577,466.1963377437883
72,2,1,0.8669998882893775,0.4577915948686798,0.29041374475146176,0.10300938005293514,13.448443284504176,24.34762543069483,48.776148203414,25.352311204903636,514.0215974323706
73,2,1,0.8720744002744519,0.45206816441554476,0.29040291399775026,0.07360942577695262,16.025214455156295,23.721298284344847,34.35211402809257,25.382269152707813,662.1187227956281
74,2,0,0.734007487233332,0.3398751028308764,0.08375084681375385,-0.4,12.107690673953575,18.371683507133987,39.59331606207919,27.590958327853237,333.03658392887036
75,1,0,0.7943426684041711,0.3976340536054935,0.19125266877185493,-0.1468890843075072,12.799045803646797,17.6568945030411,26.023710479469568,26.17570653506679,350.5627909702508
76,2,1,0.8471424355441742,0.4529447526883298,0.299011220884115,0.10895546397534205,13.672078538395393,24.990115438582293,86.72267599765392,25.83816279708617,501.0436191384963
77,3,1,0.699053765111785,0.3131562508919213,0.04277343784632314,-0.4,11.983310283701218,22.115743636553447,15.507402294449069,27.407863723108942,421.3468363596495
78,3,0,0.8762526396817827,0.4575593556844179,0.29308265423629765,0.09803336702520274,14.267344495130601,19.73332438839413,51.68618503511512,25.323674987883447,552.5307473518039
79,2,1,0.8517500471072137,0.4079399732123913,0.21754549637980802,-0.13749147444583662,13.52681403381472,23.611452861433143,39.68731919518052,25.61315655530466,496.14766031385454
80,3,1,0.5565018831416886,0.27214045023643463,-0.02553637683535176,-0.4,11.693202765970703,22.541211176331366,40.082374645374514,27.751169880663713,294.7360659492724
81,3,1,0.8435073429127824,0.4536776467431924,0.2860847227314066,0.10518042222350771,12.548832275717576,24.06378808675497,25.039865240839998,25.311397226700485,487.1822907821525
82,2,0,0.5875149425920092,0.2711794708937786,-0.028548632928377827,-0.4,11.28819919656599,18.0708369164277,38.407483561242174,27.717478605928505,241.2483210877304
83,2,1,0.7879859120725561,0.38783002399556415,0.19168395987779013,-0.1940718064130959,11.844326658343125,24.460957769216368,80.86645809206874,26.279165680324468,425.564427505998
84,2,1,0.7966156761307648,0.39998832131221795,0.20480177492527435,-0.13278136351205483,13.271062326129282,25.64775331854485,77.50912303172058,24.935054626385156,457.35344311419266
85,2,0,0.7981432047914381,0.38955867444538367,0.1839532245980317,-0.19568782492915454,12.694919868945664,19.15994891974247,55.416353026329496,25.59799442406611,461.517614453528
86,2,0,0.8507591265256361,0.46832628098578005,0.29016706221142663,0.09051181269776279,10.763917904514622,18.13806965865545,26.053852727147127,25.600634410447498,390.7131593493318
87,2,1,0.8074345762766739,0.4026023981755552,0.21706483610771893,-0.1403928665299081,15.636750582498713,24.838614132455156,62.60800787687654,25.708219999084964,583.5932469478903
88,1,1,0.8576344948969366,0.4552818743549438,0.289938033721866,0.10530200637568586,13.609069854301119,23.777987163128977,48.57584392774545,25.906001152866033,528.0659328627111
89,2,0,0.8664984777035198,0.46129189068642545,0.2871288629907232,0.09511279399920747,14.526259740394302,19.52794833413426,52.54077081379971,26.095774132122624,506.03470413769907
90,1,0,0.4905822332702554,0.2389560377946987,-0.05804560237765168,-0.4,10.11671726834842,17.42282273265634,35.75734308492531,28.39162462362814,198.86974030636034
91,2,1,0.8204990640267682,0.46239927266142516,0.2923651531458321,0.09401810872261454,15.778673248899732,23.622099610078823,48.788984418073,26.139196273668585,601.726507100963
92,1,1,0.7705842806272333,0.35501602656181164,0.14028458464691534,-0.2651683061445811,13.205603201656146,23.657378414089624,50.18491081391983,26.07618139831279,414.3337864160551
93,2,1,0.7548469424006983,0.3777685877950115,0.18009538377151021,-0.17372788577474962,12.418979924330216,24.299401918495654,69.88249913860672,25.755312017269034,441.2018317132558
94,2,1,0.7704953447963014,0.3811250640958069,0.18407903623522115,-0.2136058095392147,13.090854244291945,23.45943247631804,46.261895720216614,26.110701539151847,437.4851533340871
95,2,1,0.8303902326515379,0.45305953501301044,0.2910248975591928,0.10168066497602704,11.27057907894639,23.602158226797094,41.97527009277282,26.05601862712239,490.649811307004
96,3,0,0.860105357798852,0.41152181274834654,0.2186832107959585,-0.11579284855685984,13.209214180978847,18.209680282691252,38.62835117609036,26.18993642439558,386.8692696797062
97,1,1,0.665950868759738,0.2955618584662734,0.01098978555233937,-0.4,14.354651284194134,23.274536832755647,36.75903046388032,27.412811130627865,398.84296719967455
98,3,1,0.6800062891116181,0.3185424360422586,0.04969353211023654,-0.4,12.747662634708078,23.127783088048695,34.89680919050796,28.19263160811233,357.02436308758126
99,3,1,0.5418057710083785,0.27420859835175115,-0.02800370818898921,-0.4,11.189557371689181,22.65618814444028,37.95514651598399,27.778420966290078,280.0805323553881
100,2,1,0.837740210221329,0.45316877181183896,0.287109400919969,0.08799729980369995,13.732536580521163,23.346206817133336,49.158300505881236,26.092630525260518,512.5633198912279
101,2,1,0.851736233323208,0.45328683550874266,0.29661946283724744,0.11552216869353431,13.965221993399838,24.68690728304457,52.86687214193279,26.029418500832623,489.1562017827507
102,2,0,0.8335833977917297,0.4563713981096004,0.28957386443339905,0.11202873097369631,14.142395115670121,19.986661221420235,55.86494824762927,25.74208503016099,484.17245891239963
103,1,0,0.6925491520308911,0.3169320473156394,0.058074569953833685,-0.4,13.005006407769413,18.21870408149953,35.650238111912486,27.288253565498383,286.2331315406155
104,1,1,0.8642860808142203,0.45438917662019146,0.28702076635420426,0.09724466510616814,13.87556307571592,24.897751287326248,40.39845873859052,25.590182924964374,507.38885332358234
105,2,1,0.813581362724412,0.3957426644248838,0.2036836331197613,-0.18127256791384055,14.256571180199469,22.595498544683906,25.712879252013504,26.0585620689574,462.3803401784106
106,1,1,0.8769220684772496,0.4628477934465517,0.29518141333033165,0.11059944313072229,13.471407295834315,23.23440422125929,6.188004901148258,25.273001841135,511.3026829461758
107,1,1,0.706581891367029,0.3156509326265963,0.04652596988432995,-0.4,13.146648385209026,24.23018351348,70.46761604449276,27.619862884981313,408.8999869482699
108,3,0,0.8315823770561251,0.36254383615615493,0.11561468644158217,-0.4,13.227523562291653,21.26541748974792,118.75548651779408,26.625276357686687,484.8476252467977
109,2,1,0.696345759372115,0.32115721677719555,0.0476141065139942,-0.4,10.572678146135207,23.03432613750893,57.20830759861869,27.53596168947716,373.48858896972786
110,3,1,0.8044628520135444,0.395493153174868,0.19631082823941984,-0.13590142817012116,13.034545479259124,23.65332710514901,43.60465115984683,25.35487955770565,445.6702596822189
111,3,0,0.7530012092665523,0.3397181097084937,0.08238204479446057,-0.4,12.961752113952029,18.424823158765303,53.656979396408374,27.237160418524507,423.58046925841177
112,2,1,0.844968414459462,0.4651716164141283,0.2962431548594796,0.11142553047812065,14.889575715202717,24.250474567800296,52.307941615360036,25.53765940678795,481.02934502004314
113,3,1,0.8290808503221883,0.4585981511740174,0.2870529804633294,0.0906903857390782,14.656723064225297,24.86706333455887,59.2911772831276,25.805768988087443,466.621459772518
114,3,1,0.8709421463936976,0.45737192084801875,0.28847453717040383,0.0935003673902295,13.932142789567733,23.136499388792842,30.611772355246472,25.53484957472177,537.7359427486715
115,2,1,0.8470024393295567,0.45880873161776653,0.28784677051571234,0.09782774473979268,15.05006483256159,24.186793830332043,71.78332709610902,26.42976699340506,612.2761237279502
116,2,1,0.7755318090335452,0.3976645354551284,0.21052711923368128,-0.13996114828228168,13.962103584792171,24.374719594209516,50.650134337990664,25.330233934925126,436.8245294188841
117,3,0,0.8260696990369814,0.4544986283167794,0.29218795982893575,0.07546920317867084,14.876841729275059,18.906724808456424,38.19668131232681,25.956052618869723,372.2707365697326
118,1,1,0.8362125450871433,0.4130234329558123,0.23531143830345908,-0.08574899084996002,16.490423577044822,25.34187967774988,52.34320802116651,25.964011186411717,626.0700332838016
119,2,1,0.842378997642418,0.45302782730330204,0.2882329284700989,0.1105813058649822,13.793775921441137,23.90693311311265,34.678896597770176,25.665278181660106,502.9636603502166
120,2,0,0.8412278489116245,0.46559625359004275,0.29615911474618023,0.12994280682343512,14.80447741873858,19.95260785497703,46.06576274357347,25.519715268760116,371.04543057175863
121,3,1,0.8283042133937556,0.4586599211297976,0.2941062908929154,0.08745012584139891,14.117430343102924,22.353179091841646,0.08511940398269202,25.57506311723201,498.61109542230395
122,1,0,0.8002841151043256,0.40457644687708394,0.20760688380846712,-0.12782465526735126,14.233093980947586,18.370851009114503,42.34596523206874,25.723820784990146,344.7185685868326
123,1,0,0.8262829534152226,0.4482240555672046,0.2935601606630511,0.12488164791707321,13.858588320834102,18.779762070585694,17.348785677875078,25.421575965919256,385.56674852857657
124,1,0,0.8243852479803646,0.454062034988163,0.2843161994437003,0.08812430460196329,13.117889329737393,18.797399178057027,19.943995790455872,25.431923973697746,381.67107179383345
125,1,0,0.8483673127997751,0.4575420407667295,0.30189283907389597,0.11353728224947028,12.742727960411017,20.68821589797834,75.09333166098715,25.281113131695175,495.890069170131
126,2,1,0.7299651332600589,0.34338451336972753,0.07583408347484903,-0.4,12.621715481636215,22.918101392457977,47.38307734308405,27.657921771157817,395.0409560672793
127,3,1,0.8489479241557533,0.46183441243181467,0.2870303309998107,0.09256876412218934,13.318291784589068,24.466399312220563,47.94036383390566,26.17347795435872,510.99185596603286
128,1,0,0.8517019579463033,0.4556267845469285,0.29888408106596864,0.1360340922965168,15.16107927378412,19.11855037391671,42.06139110218632,25.670145759562377,489.31777460824173
129,2,0,0.7907807077153807,0.40078928880140685,0.22690767099995682,-0.12593775907294805,12.142289864995806,20.651511334086397,87.24593310116393,25.495138605083152,470.0371501661652
130,3,0,0.7617418346706692,0.3936922602934628,0.1715635511548824,-0.20711696683358422,11.248874320828225,18.29853409970491,49.83478705763466,25.203032586132117,346.31146701787515
131,2,0,0.8087063719613352,0.3870854497783155,0.1807690250602102,-0.19475703270488845,12.73296735089514,17.31877783287214,21.286513335810653,25.56037791440442,352.49400531485014
132,2,1,0.5723214719211861,0.2691097421216905,-0.022342081528205427,-0.4,13.342455931926963,23.297638871777103,65.70328055681425,28.090816226875443,306.78061666464
133,2,1,0.8251327547864021,0.45208778025716523,0.2886186031404684,0.08756269196014846,14.857433893553484,25.34121769152988,61.14125506900772,25.69651559527257,521.6804173391243
134,2,1,0.5733584556041882,0.2683711773699773,-0.022610572219070257,-0.4,12.039401421341676,23.772682197414053,48.095599919275735,27.684198402326427,313.5181064380196
135,2,0,0.780853606009964,0.3456853708995017,0.07895541551877512,-0.4,13.659778767767527,19.133607388653633,78.93606298473705,27.657205245914867,408.71948571933274
136,2,0,0.6387071538727429,0.2974011592508271,0.018449279812387122,-0.4,12.86558576430427,18.693841812382153,57.087044663344614,27.667317963215783,357.4212332985528
137,2,1,0.8724882829994177,0.4569424528016392,0.2933318250848794,0.07088520987895885,13.409080456633008,24.598178983122462,73.87409535869136,25.893846186684083,500.5076585593277
138,1,1,0.7916916259318566,0.3956929993495027,0.20961322933949952,-0.16345845489336658,12.732199806366499,22.381242232103244,27.913208827099567,26.551856330156568,464.93499876936283
139,2,1,0.8705739743177979,0.4626861532081355,0.2995735216441161,0.09029771611632487,13.87232260114165,23.990621569011697,45.290990189288785,25.989092583768024,510.9493310559214
140,2,1,0.8144156621348675,0.39184771719992406,0.19037495290177012,-0.15074259977975363,14.969678754467767,25.100221767766186,42.81855959859212,25.458317877409854,459.9673206578883
141,1,0,0.6530110403676378,0.293226698239362,0.009712429731756284,-0.4,13.568563065834937,18.326476091011713,51.14305035079013,28.286848519289624,377.2327320396912
142,1,1,0.6395642067362788,0.2990566872615047,0.013166518614330436,-0.4,12.815256198313834,22.478186929222097,38.10267232657937,27.619159974452987,364.70514867562264
143,3,1,0.7572587831640266,0.3783819029717107,0.1762543848948341,-0.2310736324062011,16.499147093481035,26.29908967881055,95.54275693255914,25.959045050226177,546.5431519633887
144,2,0,0.6949851400184974,0.3245815140011571,0.04196082522357191,-0.4,12.359171075467609,19.928533503671755,109.08737482987743,27.635441765794656,403.2123547439711
145,1,1,0.8217898308943619,0.4052386507725226,0.21285506545644992,-0.15011476291663653,12.60526233031775,23.60510979940768,45.53125069638006,25.060965873051725,485.1148751573247
146,3,1,0.8526735767647524,0.45810370606429923,0.2785760289129303,0.07222831285317803,13.48245567451314,24.946938538310683,88.75769050940048,25.98194662384758,516.751640115482
147,2,0,0.8317855646739062,0.40801157911684366,0.21293893727839194,-0.13304182712077206,13.22061021178899,17.705140818886502,19.09210173710005,25.29829508153433,363.6051979305629
148,2,0,0.8388723360128277,0.41017886061273334,0.21898201928769181,-0.16702825933244766,11.396247396604567,19.417845387005567,49.17366970647314,25.425104119166882,380.94943507162475
149,2,0,0.8289194316668471,0.45462096354477033,0.2872489376437557,0.07552909421878934,13.855279639166906,19.217989347787892,65.03665507907503,25.671835510135804,483.7014197349955
150,1,0,0.6237136911700012,0.2971840330302228,0.014144081598366786,-0.4,11.67944130683081,17.259690995709096,43.677026723256404,27.873600283445814,243.6409828557043
151,1,0,0.8224736396572536,0.3950517925616301,0.20239464347035402,-0.14339578472920894,14.739531351202457,19.78440671907658,60.10917434345734,26.05506471382929,460.10402287907306
152,3,0,0.8386483562771742,0.45959973688656897,0.2904962624650104,0.09693544545900386,14.406595002406245,18.89999081097965,59.0897832716256,26.350167229643557,516.1500475129953
153,2,1,0.8626551861813282,0.4563230904909932,0.2890629304925223,0.08256087726594727,11.558753460580705,24.30881200289939,42.22746351926545,25.56686937944726,516.231728647503
154,3,0,0.8495727525511705,0.46225172414082916,0.28708048708220657,0.0851241241749119,13.20448022821597,18.73475392508293,32.87565863764814,25.636523666993856,384.81284596408597
155,2,0,0.8485079663598024,0.45917965149614465,0.2969717549417903,0.09003749133466815,12.567531046426947,19.436643682259398,40.661620364503534,25.58197079669153,367.4854450294756
156,2,0,0.5116108792291535,0.2425286080670391,-0.06713739132493476,-0.4,10.360169242363915,17.386210433219095,42.67882792013361,27.468537726138727,195.04055546786387
157,3,1,0.8518695105862979,0.4565139131400522,0.2914189535874749,0.09843700145169654,13.832917249883582,25.1980792046974,55.18297672436678,26.18528064146222,511.17018421368846
158,2,1,0.8404702530173719,0.359679936601608,0.11212091859901718,-0.4,13.855379301899706,22.251556732006133,7.317839635181738,27.177412215840853,480.3553006586728
159,3,1,0.6967283055238421,0.3184528651274479,0.0434934194065065,-0.4,14.628127365999429,22.8700652750903,42.669461097606316,27.60984800866229,400.96216089735884
160,3,1,0.7757138489295824,0.38025751873615243,0.1666376550033491,-0.24018582630147958,13.917831871029689,22.528936574571336,28.435621770375125,25.77310914654389,431.351537401837
161,2,1,0.8359542652550848,0.4563572067685139,0.29144907481581817,0.06820837363549212,14.380926017255604,23.2759314570276,22.790806321137715,25.82553630357851,509.15981049941297
162,1,0,0.8496897926037326,0.45992111190742796,0.2912002101030054,0.09438882479668752,12.829729567956203,17.721931966759787,22.694255998291148,25.518856627294056,381.9557608812308
163,2,1,0.7190784388235977,0.32233888782506004,0.050975968968860516,-0.4,12.626393305946545,22.783647891267673,37.32701892375762,27.709936078329775,410.02230269391424
164,1,0,0.7845170730358816,0.38114810169309987,0.18636581634824417,-0.18292346315145,14.394697711386037,19.243803021153973,38.92750232113181,25.195059247779625,351.660801267087
165,2,0,0.8828695254195384,0.46103331954574917,0.29268223218941286,0.11170723339415888,14.175597840345311,19.76464221546621,57.31679306753918,25.90650313791079,500.00245474971945
166,3,1,0.8119283926068849,0.4021217847823443,0.2117015958743905,-0.14836588024665756,12.804563244621425,23.924370587987163,31.87540007461012,25.280928553809677,439.8139590191201
167,3,0,0.6850561317224166,0.32440517472101044,0.05077443309465655,-0.4,12.579630549692295,19.3440834759122,63.7991669234933,27.97299658370572,381.61447037641574
168,2,1,0.7495333299045324,0.3684917606210346,0.14161919716612684,-0.21844348019989626,13.62129350529141,23.777249702814988,42.541433576525506,25.882855265328693,403.87649581886916
169,2,1,0.8562749234398631,0.46339199839225326,0.28896611553346313,0.08309385082480844,13.719213071834712,24.63734935712272,43.50508953010618,26.096372963251593,528.5080038695136
170,2,1,0.7925812447975074,0.3568688794754752,0.11845897416683168,-0.4,13.162225443397457,25.021441953714024,62.73447118490042,27.371170475408995,437.5591447381096
